stop_lat,stop_lon,stop_name,road,direction,geohash
54.6466689,-5.9210381,"Lower Whitewell, White City",Shore Road,Outbound,gceyck07vv3v
54.6469599,-5.9211682,"Lower Whitewell, White City",Shore Road,Inbound,gceyck0mdg8v
54.6721,-5.97476,"Mallusk Road, Ballyrobert Garage",Mallusk Road,Outbound,gcez00c24405
54.6721,-5.97476,"Mallusk Road, Ballyrobert Garage",Mallusk Road,Inbound,gcez00c24405
54.6802,-6.00519,"Mallusk, Parkmount",Mallusk Road,Outbound,gcexp65pkbjf
54.6802,-6.00519,"Mallusk, Parkmount",Mallusk Road,Inbound,gcexp65pkbjf
54.5711,-5.94714,"Malone Road, Cranmore Park",Malone Road,Outbound,gcey2wm7tw75
54.5716,-5.94738,"Malone Road, Cranmore Park",Malone Road,Inbound,gcey2wmq8584
54.5559,-5.98072,"Malone, Erinvale Avenue",Erinvale Ave,Outbound,gcewrgsgphgg
54.5559,-5.98072,"Malone, Erinvale Avenue",Erinvale Ave,Inbound,gcewrgsgphgg
54.6035967,-5.8416313,"Massey Avenue, Castle Hill",,Outbound,gceyeh63005v
54.6035967,-5.8416313,"Massey Avenue, Castle Hill",,Inbound,gceyeh63005v
54.655065,-5.911417,"Merville Garden Village, Garden Village",Shore Road,Outbound,gceycmxky484
54.6557655,-5.9108631,"Merville Garden Village, Garden Village",Shore Road,Inbound,gceycmzbfvjh
54.5897,-5.99287,"Monagh Road, Bus stop",Monagh Road,Outbound,gcewx9u0h18h
54.5899,-5.99291,"Monagh Road, Bus stop",Monagh Road,Inbound,gcewx9u15nfm
54.6861079,-5.907163,"Monkstown, Devenish Drive",Monkstown,Outbound,gcez1e699jkh
54.6869164,-5.9082936,"Monkstown, Devenish Drive",Monkstown,Inbound,gcez1e3wqu0g
54.5773,-5.88792,"Montgomery Rd, Bus stop",Montgomery Road,Outbound,gcey6p2xcd0e
54.5773,-5.88792,"Montgomery Rd, Stirling Ave",Montgomery Road,Outbound,gcey6p2xcd0e
54.5773,-5.88792,"Montgomery Rd, Stirling Ave",Montgomery Road,Inbound,gcey6p2xcd0e
54.6965,-5.95144,"Mossley, Glade",The Glade,Outbound,gcez0t4q1qse
54.6965,-5.95144,"Mossley, Glade",The Glade,Inbound,gcez0t4q1qse
54.5799,-5.89717,"Mount Merrion Ave, Bell's Bridge",Cregagh Road,Outbound,gcey3zcycyz3
54.578,-5.89666,"Mount Merrion Ave, Bell's Bridge",Cregagh Road,Inbound,gcey3zd5vuee
54.571,-5.9015,"Mount Merrion, Rosetta Rd",Rosetta Road,Outbound,gcey3wqej5dw
54.571,-5.9015,"Mount Merrion, Rosetta Rd",Rosetta Road,Inbound,gcey3wqej5dw
54.689,-5.95771,"New Mossley, Manse Way",Manse Way,Outbound,gcez07vdx292
54.689,-5.95771,"New Mossley, Manse Way",Manse Way,Inbound,gcez07vdx292
54.5554,-5.9487,"Newforge Lane, Bus stop",Newforge Lane,Outbound,gcey2es21pxv
54.5554,-5.9487,"Newforge Lane, Bus stop",Newforge Lane,Inbound,gcey2es21pxv
54.5573,-5.90311,"Newton Park, Colby Park",Newton Park,Outbound,gcey3ev7r9f5
54.5571,-5.90252,"Newton Park, Colby Park",Newton Park,Inbound,gcey3evfjkd4
54.5473,-5.92607,"Newtownbreda Road, Greer Park Ave",Newtownbreda Rd,Outbound,gcey34hc099y
54.5473,-5.92607,"Newtownbreda Road, Greer Park Ave",Newtownbreda Rd,Inbound,gcey34hc099y
54.550785,-5.921282,"Newtownbreda, Tesco",,Outbound,gcey368m25k5
54.550785,-5.921282,"Newtownbreda, Tesco",,Inbound,gcey368m25k5
54.6662307,-5.9038746,"Northern Regional College, FHE",Whiteabbey,Outbound,gceycxsvvu00
54.6680207,-5.9019837,"Northern Regional College, FHE",Whiteabbey,Inbound,gcez18n23c9v
54.603171,-5.9168726,"Odyssey, Complex",Sydenham Road,Outbound,gcey9k5qwbu4
54.6030343,-5.9166473,"Odyssey, Complex",Sydenham Road,Inbound,gcey9k5tspk4
54.609127,-5.851244,"Old Holywood Road, Kennelbridge",,Outbound,gceydv730ph5
54.609127,-5.851244,"Old Holywood Road, Kennelbridge",,Inbound,gceydv730ph5
54.6249,-5.94859,"Oldpark, Westland Road",Westland Road,Outbound,gceyb8hm5g3u
54.6249,-5.94859,"Oldpark, Westland Road",Westland Road,Inbound,gceyb8hm5g3u
54.5841,-5.92234,"Ormeau Road, Agincourt Avenue",Ormeau Road,Outbound,gcey90xrrmxp
54.5838,-5.92242,"Ormeau Road, Agincourt Avenue",Ormeau Road,Inbound,gcey90xmttg9
54.5947,-5.92408,"Ormeau Road, Cromac Place",Cromac Place,Outbound,gcey94wjnvty
54.5948,-5.92427,"Ormeau Road, Cromac Place",Cromac Place,Inbound,gcey94wjf825
54.666532,-5.912603,"Owenreagh Drive, Bus stop",Newtownabbey,Outbound,gceycrwxdk5t
54.5887,-5.96252,"Park Centre, Donegall Road",Donegall Road,Outbound,gcey83d4ppnz
54.5887,-5.96252,"Park Centre, Donegall Road",Donegall Road,Inbound,gcey83d4ppnz
54.588785,-5.9633285,"Park Centre, Mall Entrance",,Outbound,gcey839dsr5f
54.588785,-5.9633285,"Park Centre, Mall Entrance",,Inbound,gcey839dsr5f
54.5701,-6.02362,"Poleglass Est, Pembrooke Loop",Pembrooke Loop,Outbound,gcewqyjtz7zq
54.5701,-6.02362,"Poleglass Est, Pembrooke Loop",Pembrooke Loop,Inbound,gcewqyjtz7zq
54.6718891,-5.9437752,"Prince Charles Way, Glebe Rd",Carnmoney,Outbound,gcez08xygfzc
54.5449335,-5.9245491,"Purdysburn Road, Best's Hill",Saintfield Road,Outbound,gcey31tgk084
54.5450922,-5.9243399,"Purdysburn Road, Best's Hill",Saintfield Road,Inbound,gcey31wh0y5u
54.6119015,-5.9026355,"Queens Road, Science Park",,Outbound,gcey9tvc6s7c
54.611392,-5.9030163,"Queens Road, Science Park",,Inbound,gcey9ttw3v24
54.584393,-5.937599,"Queens University, Elmwood Ave",,Outbound,gcey8bu35um7
54.584393,-5.937599,"Queens University, Elmwood Ave",,Inbound,gcey8bu35um7
54.592966,-5.924957,"Raphael Street, Bus stop",Cromac Street,Outbound,gcey94me46rz
54.6632103,-5.9179536,"Rathcoole, Diamond",Newtownabbey,Outbound,gceycr4sm8vy
54.6634585,-5.9165722,"Rathcoole, Diamond",Newtownabbey,Inbound,gceycr5ttzhp
54.6672638,-5.9283203,"Rathcoole, Primary School",Newtownabbey,Outbound,gceycpg5uhef
54.6672793,-5.9276927,"Rathcoole, Primary School",Newtownabbey,Inbound,gceycpgefxrz
54.6588865,-5.9118944,"Rathcoole, Rathcoole Drive",Shore Road,Outbound,gceycqr54fun
54.6754687,-5.9156603,"Rathfern, Lacken Walk",Newtownabbey,Outbound,gcez13k7en5f
54.6753353,-5.9156334,"Rathfern, Lacken Walk",Newtownabbey,Inbound,gcez13k6gv0p
54.5771,-5.91809,"Ravenhill Rd, Ormeau Rd",Ormeau Road,Outbound,gcey3r6wdsb6
54.5769,-5.91813,"Ravenhill Rd, Ormeau Rd",Ormeau Road,Inbound,gcey3r6t3xd3
54.627593,-5.8407676,"Redburn, Firmount Crescent",Holywood,Outbound,gceyg0duu32j
54.6273399,-5.8404887,"Redburn, Firmount Crescent",Holywood,Inbound,gceyg0e56dpz
54.586258,-5.904851,"Roseberry Road, Bus stop",Ravenhill Avenue,Outbound,gcey99hhnbpb
54.5709663,-5.9014271,"Rosetta Rd, Wynchurch Ave",Rosetta Road,Outbound,gcey3wqdyv3j
54.5704,-5.91195,"Rosetta, Knockbreda Road",Knockbreda Road,Outbound,gcey3qpp9efe
54.5703,-5.91274,"Rosetta, Knockbreda Road",Knockbreda Road,Inbound,gcey3qnrp1jx
54.5697,-5.91386,"Rosetta, St John's Church",Ormeau Road,Outbound,gcey3qjet16k
54.5705,-5.91411,"Rosetta, St John's Church",Ormeau Road,Inbound,gcey3qm2pnxb
54.665641,-5.917704,"Rosslea Way, Bus stop",Rathcoole,Outbound,gceycrdf7w04
54.6883,-6.03793,"Roughfort, Turning Circle",Mallusk Road,Outbound,gcexneeq6n10
54.6883,-6.03793,"Roughfort, Turning Circle",Mallusk Road,Inbound,gcexneeq6n10
54.6012305,-5.9310883,"Royal Avenue, Castle Court",City Centre,Inbound,gcey95c55xh4
54.5955,-5.95322,"Royal Hospital, Grosvenor Rd",Grosvenor Road,Outbound,gcey8dbczfv7
54.5955,-5.95322,"Royal Hospital, Grosvenor Rd",Grosvenor Road,Inbound,gcey8dbczfv7
54.5955,-5.95322,"Royal Hospital, Royal Hospitals",Grosvenor Road,Outbound,gcey8dbczfv7
54.5955,-5.95322,"Royal Hospital, Royal Hospitals",Grosvenor Road,Inbound,gcey8dbczfv7
54.5488,-5.90616,"Saintfield Rd, Glenhugh Park",Saintfield Road,Outbound,gcey3d73b3rf
54.5492,-5.90656,"Saintfield Rd, Glenhugh Park",Saintfield Road,Inbound,gcey3d6up5vs
54.5587,-5.9091,"Saintfield Rd, Mount Oriel",Saintfield Road,Outbound,gcey3s157yzd
54.5587,-5.90923,"Saintfield Rd, Mount Oriel",Saintfield Road,Inbound,gcey3s152yyf
54.6801,-5.97516,"Sandyknowes, Ballyhenry Road",Ballyhenry Road,Outbound,gcez041n8tmv
54.5442707,-6.0135689,"Seymour Hill, Estate Entrance",Dunmurry,Outbound,gcewr1mp3tn0
54.5448635,-6.012952,"Seymour Hill, Estate Entrance",Dunmurry,Inbound,gcewr1tdb5d0
54.6041,-5.94965,"Shankill Road, Co-op",Shankill Road,Outbound,gcey8s7egn52
54.6041,-5.94822,"Shankill Road, Co-op",Shankill Road,Inbound,gcey8skeuqj8
54.5766,-6.00932,"Shaws Road, Lenadoon Avenue",Shaws Road,Outbound,gcewrr25sxwh
54.5767,-6.00998,"Shaws Road, Lenadoon Avenue",Shaws Road,Inbound,gcewrprsm660
54.6453,-5.93521,"Shore Road, Gray's La",Antrim Road,Outbound,gceybgy5gw4x
54.6453,-5.93521,"Shore Road, Gray's La",Antrim Road,Inbound,gceybgy5gw4x
54.62718,-5.923789,"Shore Road, Lidl/Asda",,Outbound,gceyc0w6msqv
54.62718,-5.923789,"Shore Road, Lidl/Asda",,Inbound,gceyc0w6msqv
54.63181,-5.923057,"Shore Road, Mount Vernon Rd",,Outbound,gceyc1qvqg88
54.5957751,-5.9092927,"Short Strand, Albertbridge Rd",Short Strand,Outbound,gcey9dbgrqpu
54.5955156,-5.90951,"Short Strand, Albertbridge Rd",Short Strand,Inbound,gcey9dbcfmvb
54.5983,-5.91092,"Short Strand, Mountpottinger Link",Mountpottinger Link,Outbound,gcey97rf1sf9
54.5983,-5.91092,"Short Strand, Mountpottinger Link",Mountpottinger Link,Inbound,gcey97rf1sf9
54.5998,-5.90503,"Short Strand, Newtownards Rd",Newtownards Road,Outbound,gcey9es4fu6m
54.5995,-5.90351,"Short Strand, Newtownards Rd",Newtownards Road,Inbound,gcey9et1nhrz
54.5953,-5.91105,"Short Strand, Ravenhill Rd",Ravenhill Road,Outbound,gcey96z8wt9d
54.5956,-5.91178,"Short Strand, Ravenhill Rd",Ravenhill Road,Inbound,gcey96z4mt3r
54.6082418,-5.8915043,"Shorts, Main Office",,Outbound,gcey9vjujfpf
54.6082418,-5.8915043,"Shorts, Main Office",,Inbound,gcey9vjujfpf
54.6316,-5.97027,"Silverstream, Ballysillan Pk",Ballysillan Park,Outbound,gceyb1ks4sk5
54.6316,-5.97027,"Silverstream, Ballysillan Pk",Ballysillan Park,Inbound,gceyb1ks4sk5
54.6263539,-5.933843,"Somerton Road, Hospice",Fortwilliam,Outbound,gceybbrje6mv
54.6263974,-5.9337276,"Somerton Road, Hospice",Fortwilliam,Inbound,gceybbrjy4s1
54.6006,-5.98065,"Springmartin, Bus stop",Springmartin Road,Outbound,gcewxgtp8c81
54.6006,-5.98065,"Springmartin, Bus stop",Springmartin Road,Inbound,gcewxgtp8c81
54.5995,-5.97194,"Springvale, West Circular Road",Springfield Rd.,Outbound,gcey85e35sqz
54.5995,-5.97194,"Springvale, West Circular Road",Springfield Rd.,Inbound,gcey85e35sqz
54.5618,-6.02145,"Stewartstown Rd, Dairy Fm Ctr",Stewartstown Rd,Outbound,gcewquxmd09q
54.5618,-6.02145,"Stewartstown Rd, Dairy Fm Ctr",Stewartstown Rd,Inbound,gcewquxmd09q
54.5692,-6.00756,"Stewartstown Rd, Suffolk Library",Stewartstown Rd,Outbound,gcewrq12tsnt
54.5692,-6.00756,"Stewartstown Rd, Suffolk Library",Stewartstown Rd,Inbound,gcewrq12tsnt
54.5678,-6.01037,"Stewartstown Rd, Woodbourne",Stewartstown Rd,Outbound,gcewrjz2kppq
54.5671,-6.01232,"Stewartstown Rd, Woodbourne",Stewartstown Rd,Inbound,gcewrjtuqu9q
54.5988,-5.82868,"Stormont, Castle Buildings",Stormont Grounds,Outbound,gceye77tjfj0
54.5988,-5.82868,"Stormont, Castle Buildings",Stormont Grounds,Inbound,gceye77tjfj0
54.5943,-5.82601,"Stormont, Dundonald House",Upper Newtownards Road,Outbound,gceye6tdu5hh
54.5954,-5.82705,"Stormont, Dundonald House",Stormont Grounds,Inbound,gceye6uc7bhw
54.6023,-5.8386,"Stormont, Massey Ave Gates",Massey Avenue,Outbound,gceyehh3qy2q
54.6023,-5.8386,"Stormont, Massey Ave Gates",Massey Avenue,Inbound,gceyehh3qy2q
54.5697,-5.94075,"Stranmillis, Broomhill Park",Stranmillis Road,Outbound,gcey2y45d3rs
54.5698,-5.94108,"Stranmillis, Broomhill Park",Stranmillis Road,Inbound,gcey2y1u4u18
54.5732,-5.93304,"Stranmillis, College",Stranmillis Road,Outbound,gcey2yxxyjud
54.574,-5.93294,"Stranmillis, College",Stranmillis Road,Inbound,gcey2yzu86zq
54.5644,-6.01755,"Suffolk Road, Glengoland Roundabout",Stewartstown Rd,Outbound,gcewrj4hsvms
54.5641,-6.0195,"Suffolk Road, Glengoland Roundabout",Stewartstown Rd,Inbound,gcewrj0dzmrq
54.5682,-6.01337,"Suffolk Road, Woodbourne",Suffolk Road,Outbound,gcewrjv4y3f2
54.5682,-6.01342,"Suffolk Road, Woodbourne",Suffolk Road,Inbound,gcewrjv4v1v0
54.6091,-5.87712,"Sydenham, Station",Inverary Drive,Outbound,gceydm23j4jd
54.6091,-5.87712,"Sydenham, Station",Inverary Drive,Inbound,gceydm23j4jd
54.5854,-5.95693,"Tate's Avenue, Bus stop",Tates Ave,Inbound,gcey82yr12p4
54.6581123,-5.9237713,"Tesco, Abbey Retail Park Church Road",Newtownabbey,Outbound,gceycnnqw4eg
54.6087824,-5.9069645,"Titanic Quarter, BMC",Queens Road,Outbound,gcey9t4xjyb5
54.6086395,-5.9068787,"Titanic Quarter, BMC",Queens Road,Inbound,gcey9t4wru0p
54.675351,-5.915682,"Tuleevin Drive, Bus stop",Whiteabbey,Outbound,gcez13k7485u
54.5852693,-5.8304733,"Tullycarnett, Leven Drive",Castlereagh,Outbound,gceye2fqhpsn
54.5851822,-5.8308005,"Tullycarnett, Leven Drive",Castlereagh,Inbound,gceye2fjsx2n
54.5496786,-6.0233402,"Twinbrook Est, St Mark's School",,Inbound,gcewqfmyyj05
54.5692,-6.00756,"Twinbrook Est, Stewartstown Rd",Stewartstown Rd,Outbound,gcewrq12tsnt
54.5704,-6.00582,"Twinbrook Est, Stewartstown Rd",Stewartstown Rd,Inbound,gcewrq4xw7b5
,,Unknown stop 805455,,Outbound,
,,Unknown stop 805455,,Inbound,
54.5541,-6.01383,"Upper Dunmurry Road, Cherry Road",Cherry Road,Outbound,gcewr5kbet76
54.5544,-6.01362,"Upper Dunmurry Road, Cherry Road",Cherry Road,Inbound,gcewr5m42mrb
54.5728624,-5.8840933,"Upper Knockbreda Rd, Tudor Drive",Upper Knockbreda Road,Outbound,gcey6nemfwyh
54.5732495,-5.8839351,"Upper Knockbreda Rd, Tudor Drive",Upper Knockbreda Road,Inbound,gcey6ng2nr5c
54.555,-5.96748,"Upper Malone Road, Dub Lane",Upper Malone Road,Outbound,gcey25qtgth7
54.555,-5.96748,"Upper Malone Road, Dub Lane",Upper Malone Road,Inbound,gcey25qtgth7
54.5948,-5.85735,"Upper Newtownards Rd, Knock Road",Upper Newtownards Road,Outbound,gceyddwvcb77
54.5947,-5.85636,"Upper Newtownards Rd, Knock Road",Upper Newtownards Road,Inbound,gceyddxt0vtq
54.595,-5.83122,"Upper Newtownards Rd, Rosepark",Upper Newtownards Road,Outbound,gceye69yftxh
54.5945,-5.82784,"Upper Newtownards Rd, Rosepark",Upper Newtownards Road,Inbound,gceye6sk12rt
54.6562271,-5.9330249,"Upper Whitewell, Throne Centre",,Outbound,gceybvzew7py
54.6562271,-5.9330249,"Upper Whitewell, Throne Centre",,Inbound,gceybvzew7py
54.66314,-5.930479,"Valley Leisure Cen, Bus stop",Newtownabbey,Outbound,gceycp1ecgf7
54.663303,-5.930425,"Valley Leisure Cen, Bus stop",Newtownabbey,Inbound,gceycp1sg44x
54.629773,-5.8945513,"Westbank Road, Stena Line",,Outbound,gceycc59qzzc
54.629773,-5.8945513,"Westbank Road, Stena Line",,Inbound,gceycc59qzzc
54.5811,-5.8663,"Whincroft Road, Bus stop",Whincroft Road,Outbound,gceyd80mcq3x
54.581,-5.86625,"Whincroft Road, Bus stop",Whincroft Road,Inbound,gceyd80m67yg
54.6786572,-5.8893585,"Whiteabbey, Village",Shore Road,Outbound,gcez1czw202p
54.6784029,-5.889616,"Whiteabbey, Village",Shore Road,Inbound,gcez1czkf104
54.554085,-5.90863,"Woodbreda Park, Bus stop",,Outbound,gcey3e32wfw0
54.6079,-5.96312,"Woodvale Park, Bus stop",Woodvale Road,Outbound,gcey8m1f14r7
54.6078,-5.96293,"Woodvale Park, Bus stop",Woodvale Road,Inbound,gcey8m1cmxtp
54.569331,-5.899798,"Wynchurch Avenue, Bus stop",Knockbreda,Outbound,gcey3wpcksxf
54.6099443,-5.9244096,"Yorkgate, Brougham Street",,Outbound,gcey9jmvzr2n
54.6099443,-5.9244096,"Yorkgate, Brougham Street",,Inbound,gcey9jmvzr2n
54.609,-5.92939,"Yorkgate, North Queen Street",North Queen Street,Outbound,gcey9j627pqm
54.6089,-5.929,"Yorkgate, North Queen Street",North Queen Street,Inbound,gcey9j4xukc1
54.6099443,-5.9244096,"Yorkgate, Station (bus)",,Outbound,gcey9jmvzr2n
54.6099443,-5.9244096,"Yorkgate, Station (bus)",,Inbound,gcey9jmvzr2n
